job_uuid,client_uuid,driver_uuid,vehicle_uuid,client_device,is_subs_trip,request_type,status,request_date_time,request time,begintrip_date_time,begin trip time,dropoff_date_time,dropoff time,trip_distance_miles,payment_method,pickup_walking_distance_meters,vehicle_capacity,trip_date
2275,2781,249,325,iphone,FALSE,MICROSCHEDULING,completed,02-02-2021 00:00,08:59:00,02-02-2021 00:00,09:03:00,02-02-2021 00:00,10:03:00,28.801407,cash,107.64414,15,02-02-2021
2276,4341,463,359,clientlite,FALSE,PRESCHEDULING,completed,08-02-2021 00:00,06:34:00,08-02-2021 00:00,06:35:00,08-02-2021 00:00,07:43:00,34.07615,cash,262.76593,15,08-02-2021
2277,3474,171,191,iphone,TRUE,PRESCHEDULING,completed,01-02-2021 00:00,17:21:00,01-02-2021 00:00,17:23:00,01-02-2021 00:00,18:36:00,18.928389,cash,0,14,01-02-2021
2278,1461,298,66,unknown,FALSE,PRESCHEDULING,completed,01-02-2021 00:00,07:05:00,01-02-2021 00:00,07:18:00,01-02-2021 00:00,08:02:00,19.459684,derivative,0,14,01-02-2021
2279,1830,261,100,android,FALSE,MICROSCHEDULING,rider_canceled,24-02-2021 00:00,16:32:00,,,,,0,cash,208.64232,14,24-02-2021
2280,439,197,254,clientlite,TRUE,PRESCHEDULING,completed,04-02-2021 00:00,07:46:00,04-02-2021 00:00,07:49:00,04-02-2021 00:00,08:47:00,22.302124,cash,529.7849,15,04-02-2021
2281,3740,,,android,FALSE,PRESCHEDULING,rider_canceled,16-02-2021 00:00,09:22:00,,,,,0,Visa,,,16-02-2021
2282,3152,126,116,clientlite,TRUE,MICROSCHEDULING,completed,07-02-2021 00:00,09:56:00,07-02-2021 00:00,10:20:00,07-02-2021 00:00,11:18:00,23.218126,cash,264.33777,15,07-02-2021
2283,2793,311,452,android,FALSE,PRESCHEDULING,completed,02-02-2021 00:00,07:24:00,02-02-2021 00:00,07:27:00,02-02-2021 00:00,08:32:00,24.382061,cash,0,15,02-02-2021
2284,933,48,509,iphone,TRUE,PRESCHEDULING,completed,17-02-2021 00:00,16:10:00,17-02-2021 00:00,16:16:00,17-02-2021 00:00,16:32:00,3.6395245,Visa,246.9799,15,17-02-2021
2285,2406,225,408,clientlite,FALSE,MICROSCHEDULING,completed,01-02-2021 00:00,08:31:00,01-02-2021 00:00,09:00:00,01-02-2021 00:00,10:13:00,29.185959,stored_value,36.890137,14,01-02-2021
2286,3661,31,373,iphone,FALSE,PRESCHEDULING,completed,24-02-2021 00:00,16:23:00,24-02-2021 00:00,16:24:00,24-02-2021 00:00,18:09:00,43.479877,cash,1950.0148,14,24-02-2021
2287,2892,164,37,clientlite,FALSE,MICROSCHEDULING,rider_canceled,08-02-2021 00:00,16:48:00,,,,,0,cash,506.18484,15,08-02-2021
2288,5218,231,357,android,TRUE,PRESCHEDULING,completed,22-02-2021 00:00,16:16:00,22-02-2021 00:00,16:11:00,22-02-2021 00:00,17:20:00,16.658524,MasterCard,222.86986,15,22-02-2021
2289,1321,465,42,clientlite,TRUE,PRESCHEDULING,completed,01-02-2021 00:00,08:13:00,01-02-2021 00:00,08:13:00,01-02-2021 00:00,08:53:00,17.528542,cash,303.0844,15,01-02-2021
2290,5783,385,287,clientlite,TRUE,MICROSCHEDULING,completed,04-02-2021 00:00,07:47:00,04-02-2021 00:00,08:01:00,04-02-2021 00:00,08:48:00,21.357431,cash,0,14,04-02-2021
2291,4083,26,356,unknown,FALSE,PRESCHEDULING,driver_canceled,23-02-2021 00:00,16:03:00,,,,,0,derivative,0,14,23-02-2021
2292,3997,,,android,FALSE,PRESCHEDULING,rider_canceled,01-02-2021 00:00,16:28:00,,,,,0,Visa,,,01-02-2021
2293,1342,,,android,FALSE,PRESCHEDULING,rider_canceled,27-02-2021 00:00,22:03:00,,,,,0,cash,,,27-02-2021
2294,2650,418,25,unknown,FALSE,PRESCHEDULING,driver_canceled,25-02-2021 00:00,06:55:00,,,,,0,derivative,0,15,25-02-2021
2295,699,,,android,FALSE,PRESCHEDULING,rider_canceled,16-02-2021 00:00,13:46:00,,,,,0,stored_value,,,16-02-2021
2296,547,303,457,android,FALSE,MICROSCHEDULING,rider_canceled,21-02-2021 00:00,17:08:00,,,,,0,cash,851.70374,15,21-02-2021
2297,2208,175,104,clientlite,TRUE,PRESCHEDULING,completed,25-02-2021 00:00,08:54:00,25-02-2021 00:00,08:55:00,25-02-2021 00:00,10:06:00,39.595284,cash,743.3123,15,25-02-2021
2298,243,164,37,iphone,FALSE,MICROSCHEDULING,completed,16-02-2021 00:00,07:52:00,16-02-2021 00:00,08:09:00,16-02-2021 00:00,09:02:00,25.584269,cash,537.9197,15,16-02-2021
2299,2978,261,100,clientlite,FALSE,PRESCHEDULING,completed,28-02-2021 00:00,07:25:00,28-02-2021 00:00,07:30:00,28-02-2021 00:00,08:28:00,17.692715,cash,90.57886,14,28-02-2021
2300,3387,26,356,iphone,FALSE,PRESCHEDULING,driver_canceled,15-02-2021 00:00,18:41:00,,,,,0,cash,306.50797,14,15-02-2021
2301,1823,500,111,android,FALSE,MICROSCHEDULING,completed,25-02-2021 00:00,07:51:00,25-02-2021 00:00,08:13:00,25-02-2021 00:00,08:35:00,7.7983007,cash,345.8098,14,25-02-2021
2302,3618,504,341,iphone,TRUE,PRESCHEDULING,completed,24-02-2021 00:00,17:16:00,24-02-2021 00:00,17:17:00,24-02-2021 00:00,18:51:00,12.090988,cash,176.48338,14,24-02-2021
2303,532,273,403,clientlite,TRUE,PRESCHEDULING,completed,09-02-2021 00:00,15:59:00,09-02-2021 00:00,16:02:00,09-02-2021 00:00,16:58:00,21.487991,MasterCard,0,15,09-02-2021
2304,3964,197,254,iphone,FALSE,PRESCHEDULING,driver_canceled,04-02-2021 00:00,18:20:00,,,,,0,cash,1805.9048,15,04-02-2021
2305,1978,390,69,clientlite,TRUE,PRESCHEDULING,completed,11-02-2021 00:00,15:39:00,11-02-2021 00:00,15:43:00,11-02-2021 00:00,16:50:00,15.142995,cash,341.79163,15,11-02-2021
2306,894,441,123,iphone,FALSE,PRESCHEDULING,completed,22-02-2021 00:00,06:21:00,22-02-2021 00:00,06:25:00,22-02-2021 00:00,07:09:00,31.849903,cash,2422.3977,15,22-02-2021
2307,3773,69,302,android,FALSE,PRESCHEDULING,rider_canceled,08-02-2021 00:00,16:14:00,,,,,0,cash,28.234047,14,08-02-2021
2308,2197,117,428,iphone,FALSE,MICROSCHEDULING,completed,03-02-2021 00:00,18:41:00,03-02-2021 00:00,18:48:00,03-02-2021 00:00,19:58:00,26.247768,cash,491.2425,15,03-02-2021
2309,4790,,,iphone,FALSE,PRESCHEDULING,rider_canceled,07-02-2021 00:00,21:03:00,,,,,0,MasterCard,,,07-02-2021
2310,5597,181,291,clientlite,TRUE,MICROSCHEDULING,completed,24-02-2021 00:00,17:13:00,24-02-2021 00:00,17:21:00,24-02-2021 00:00,18:39:00,23.007053,cash,91.71909,15,24-02-2021
2311,1245,351,256,iphone,FALSE,PRESCHEDULING,completed,11-02-2021 00:00,08:21:00,11-02-2021 00:00,08:18:00,11-02-2021 00:00,09:14:00,17.743553,cash,1126.6011,15,11-02-2021
2312,5192,228,33,unknown,FALSE,PRESCHEDULING,completed,10-02-2021 00:00,15:54:00,10-02-2021 00:00,16:06:00,10-02-2021 00:00,16:59:00,12.941596,derivative,0,14,10-02-2021
2313,3535,511,50,clientlite,FALSE,PRESCHEDULING,completed,09-02-2021 00:00,15:30:00,09-02-2021 00:00,15:33:00,09-02-2021 00:00,16:18:00,17.028524,cash,650.7753,15,09-02-2021
2314,1725,151,223,clientlite,TRUE,PRESCHEDULING,completed,01-02-2021 00:00,08:10:00,01-02-2021 00:00,08:11:00,01-02-2021 00:00,08:56:00,12.886248,MasterCard,62.585827,15,01-02-2021
2315,3385,100,297,android,TRUE,PRESCHEDULING,completed,14-02-2021 00:00,17:29:00,14-02-2021 00:00,17:32:00,14-02-2021 00:00,18:59:00,13.323638,cash,0,15,14-02-2021
2316,137,75,195,android,FALSE,PRESCHEDULING,completed,04-02-2021 00:00,08:55:00,04-02-2021 00:00,08:58:00,04-02-2021 00:00,09:34:00,13.3977,MasterCard,0,14,04-02-2021
2317,3045,364,346,clientlite,TRUE,PRESCHEDULING,completed,24-02-2021 00:00,17:19:00,24-02-2021 00:00,17:31:00,24-02-2021 00:00,18:18:00,11.047879,MasterCard,222.46642,14,24-02-2021
2318,2283,186,66,unknown,FALSE,PRESCHEDULING,driver_canceled,23-02-2021 00:00,16:04:00,,,,,0,derivative,0,14,23-02-2021
2319,3415,261,100,iphone,FALSE,PRESCHEDULING,rider_canceled,17-02-2021 00:00,16:16:00,,,,,0,MasterCard,164.6946,14,17-02-2021
2320,2635,413,451,clientlite,TRUE,PRESCHEDULING,completed,03-02-2021 00:00,07:56:00,03-02-2021 00:00,07:58:00,03-02-2021 00:00,08:38:00,23.340565,Visa,0,15,03-02-2021
2321,3740,292,425,clientlite,TRUE,PRESCHEDULING,completed,10-02-2021 00:00,16:30:00,10-02-2021 00:00,16:32:00,10-02-2021 00:00,17:23:00,12.137175,cash,385.14017,14,10-02-2021
2322,943,160,259,clientlite,FALSE,PRESCHEDULING,completed,10-02-2021 00:00,08:26:00,10-02-2021 00:00,08:27:00,10-02-2021 00:00,09:28:00,32.712364,cash,238.3995,15,10-02-2021
2323,3011,475,503,android,FALSE,PRESCHEDULING,driver_canceled,16-02-2021 00:00,17:48:00,,,,,0,cash,0,14,16-02-2021
2324,2010,267,12,clientlite,TRUE,PRESCHEDULING,completed,11-02-2021 00:00,06:22:00,11-02-2021 00:00,06:28:00,11-02-2021 00:00,07:02:00,18.061106,cash,160.77344,14,11-02-2021
2325,5875,390,69,clientlite,FALSE,MICROSCHEDULING,completed,11-02-2021 00:00,07:05:00,11-02-2021 00:00,07:21:00,11-02-2021 00:00,08:36:00,34.188892,Visa,632.8321,15,11-02-2021
2326,23,33,242,android,TRUE,MICROSCHEDULING,completed,08-02-2021 00:00,15:48:00,08-02-2021 00:00,16:18:00,08-02-2021 00:00,17:42:00,27.95877,cash,0,15,08-02-2021
2327,1709,19,269,android,FALSE,PRESCHEDULING,rider_canceled,07-02-2021 00:00,17:10:00,,,,,0,cash,0,15,07-02-2021
2328,5265,131,65,clientlite,FALSE,PRESCHEDULING,completed,15-02-2021 00:00,17:22:00,15-02-2021 00:00,17:24:00,15-02-2021 00:00,18:18:00,20.461891,cash,615.33856,14,15-02-2021
2329,5246,443,391,android,TRUE,PRESCHEDULING,completed,09-02-2021 00:00,07:54:00,09-02-2021 00:00,07:59:00,09-02-2021 00:00,08:30:00,9.762909,cash,0,15,09-02-2021
2330,352,296,320,clientlite,TRUE,MICROSCHEDULING,completed,10-02-2021 00:00,18:42:00,10-02-2021 00:00,19:17:00,10-02-2021 00:00,21:10:00,20.900827,cash,95.33381,15,10-02-2021
2331,1993,203,164,android,FALSE,MICROSCHEDULING,rider_canceled,14-02-2021 00:00,15:56:00,,,,,0,cash,6.7868094,15,14-02-2021
2332,1367,414,380,clientlite,FALSE,PRESCHEDULING,completed,01-02-2021 00:00,08:00:00,01-02-2021 00:00,08:05:00,01-02-2021 00:00,08:42:00,6.8394275,cash,558.6124,15,01-02-2021
2333,2012,,,iphone,FALSE,MICROSCHEDULING,rider_canceled,11-02-2021 00:00,17:10:00,,,,,0,cash,423.63577,,11-02-2021
2334,2710,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,27-02-2021 00:00,17:15:00,,,,,0,cash,,,27-02-2021
2335,5394,18,54,clientlite,TRUE,PRESCHEDULING,completed,01-02-2021 00:00,08:39:00,01-02-2021 00:00,08:42:00,01-02-2021 00:00,09:09:00,8.863818,cash,98.28105,15,01-02-2021
2336,411,193,323,clientlite,TRUE,PRESCHEDULING,completed,18-02-2021 00:00,17:39:00,18-02-2021 00:00,17:37:00,18-02-2021 00:00,18:40:00,19.321049,cash,64.43935,15,18-02-2021
2337,5019,51,188,android,FALSE,MICROSCHEDULING,completed,15-02-2021 00:00,15:43:00,15-02-2021 00:00,15:53:00,15-02-2021 00:00,16:54:00,12.744081,stored_value,323.55707,15,15-02-2021
2338,2939,135,39,iphone,FALSE,MICROSCHEDULING,completed,14-02-2021 00:00,07:14:00,14-02-2021 00:00,07:34:00,14-02-2021 00:00,07:52:00,5.9270225,MasterCard,155.0053,15,14-02-2021
2339,3044,146,288,android,FALSE,PRESCHEDULING,rider_canceled,25-02-2021 00:00,09:47:00,,,,,0,MasterCard,767.86523,15,25-02-2021
2340,1416,,,android,FALSE,PRESCHEDULING,rider_canceled,10-02-2021 00:00,23:41:00,,,,,0,cash,,,10-02-2021
2341,4490,183,49,iphone,FALSE,MICROSCHEDULING,completed,03-02-2021 00:00,08:15:00,03-02-2021 00:00,08:52:00,03-02-2021 00:00,09:45:00,18.787825,cash,142.66124,14,03-02-2021
2342,4096,8,384,iphone,FALSE,PRESCHEDULING,rider_canceled,10-02-2021 00:00,14:45:00,,,,,0,cash,199.83073,15,10-02-2021
2343,3693,384,208,android,FALSE,MICROSCHEDULING,completed,03-02-2021 00:00,16:54:00,03-02-2021 00:00,17:28:00,03-02-2021 00:00,17:48:00,6.453454,cash,590.1915,15,03-02-2021
2344,866,183,49,iphone,FALSE,PRESCHEDULING,completed,04-02-2021 00:00,16:47:00,04-02-2021 00:00,16:50:00,04-02-2021 00:00,18:14:00,23.271019,cash,411.94846,14,04-02-2021
2345,1025,182,464,clientlite,FALSE,PRESCHEDULING,completed,07-02-2021 00:00,09:04:00,07-02-2021 00:00,09:19:00,07-02-2021 00:00,10:13:00,23.78728,cash,606.6952,15,07-02-2021
2346,4140,200,46,clientlite,TRUE,PRESCHEDULING,completed,08-02-2021 00:00,08:13:00,08-02-2021 00:00,08:14:00,08-02-2021 00:00,09:13:00,22.538902,cash,0,14,08-02-2021
2347,5261,54,244,clientlite,TRUE,PRESCHEDULING,completed,28-02-2021 00:00,17:32:00,28-02-2021 00:00,17:41:00,28-02-2021 00:00,18:43:00,20.028442,cash,70.64638,14,28-02-2021
2348,5322,185,431,clientlite,FALSE,PRESCHEDULING,completed,17-02-2021 00:00,16:27:00,17-02-2021 00:00,16:30:00,17-02-2021 00:00,17:18:00,27.142809,MasterCard,94.63627,14,17-02-2021
2349,5888,51,188,iphone,TRUE,PRESCHEDULING,completed,11-02-2021 00:00,15:47:00,11-02-2021 00:00,15:45:00,11-02-2021 00:00,16:38:00,11.52122,cash,0,15,11-02-2021
2350,4798,290,57,clientlite,FALSE,PRESCHEDULING,rider_canceled,02-02-2021 00:00,08:25:00,,,,,0,cash,0,14,02-02-2021
2351,4520,206,187,iphone,TRUE,PRESCHEDULING,completed,03-02-2021 00:00,09:31:00,03-02-2021 00:00,09:23:00,03-02-2021 00:00,09:48:00,8.097516,MasterCard,223.51668,14,03-02-2021
2352,2288,15,139,iphone,FALSE,PRESCHEDULING,rider_canceled,17-02-2021 00:00,16:15:00,,,,,0,cash,404.52487,15,17-02-2021
2353,574,443,391,android,FALSE,MICROSCHEDULING,rider_canceled,28-02-2021 00:00,08:02:00,28-02-2021 00:00,08:40:00,,,18.63398,cash,648.12115,15,28-02-2021
2354,789,373,129,iphone,TRUE,PRESCHEDULING,completed,16-02-2021 00:00,09:22:00,16-02-2021 00:00,09:32:00,16-02-2021 00:00,09:58:00,7.801843,cash,401.99118,15,16-02-2021
2355,745,507,274,iphone,FALSE,PRESCHEDULING,rider_canceled,11-02-2021 00:00,13:25:00,,,,,0,cash,146.04512,15,11-02-2021
2356,4974,122,198,android,FALSE,PRESCHEDULING,driver_canceled,04-02-2021 00:00,08:46:00,,,,,0,cash,2189.328,15,04-02-2021
2357,3247,475,503,clientlite,TRUE,PRESCHEDULING,completed,08-02-2021 00:00,17:40:00,08-02-2021 00:00,17:46:00,08-02-2021 00:00,19:26:00,32.504013,MasterCard,167.44159,14,08-02-2021
2358,2930,425,221,clientlite,TRUE,PRESCHEDULING,completed,10-02-2021 00:00,08:10:00,10-02-2021 00:00,08:10:00,10-02-2021 00:00,08:36:00,17.177853,Visa,767.27466,15,10-02-2021
2359,447,8,384,clientlite,FALSE,PRESCHEDULING,rider_canceled,02-02-2021 00:00,09:55:00,02-02-2021 00:00,09:49:00,,,3.957001,cash,1041.4923,15,02-02-2021
2360,2839,202,482,iphone,TRUE,MICROSCHEDULING,completed,08-02-2021 00:00,16:58:00,08-02-2021 00:00,17:31:00,08-02-2021 00:00,18:32:00,26.730848,cash,0,15,08-02-2021
2361,5392,338,388,iphone,FALSE,MICROSCHEDULING,rider_canceled,28-02-2021 00:00,19:09:00,,,,,0,cash,231.7146,15,28-02-2021
2362,5194,167,130,clientlite,TRUE,MICROSCHEDULING,completed,23-02-2021 00:00,08:08:00,23-02-2021 00:00,08:16:00,23-02-2021 00:00,08:48:00,16.337976,Visa,405.37857,15,23-02-2021
2363,5915,132,409,iphone,TRUE,MICROSCHEDULING,completed,23-02-2021 00:00,08:03:00,23-02-2021 00:00,08:22:00,23-02-2021 00:00,09:00:00,18.476656,cash,574.7829,15,23-02-2021
2364,5505,389,417,clientlite,FALSE,PRESCHEDULING,completed,03-02-2021 00:00,09:00:00,03-02-2021 00:00,09:00:00,03-02-2021 00:00,09:36:00,16.387716,cash,1355.3408,14,03-02-2021
2365,911,434,524,android,FALSE,PRESCHEDULING,driver_canceled,07-02-2021 00:00,16:29:00,,,,,0,cash,478.5394,15,07-02-2021
2366,2260,8,384,clientlite,FALSE,PRESCHEDULING,rider_canceled,22-02-2021 00:00,08:22:00,,,,,0,cash,0,15,22-02-2021
2367,3165,422,285,iphone,TRUE,PRESCHEDULING,completed,09-02-2021 00:00,08:13:00,09-02-2021 00:00,08:15:00,09-02-2021 00:00,08:59:00,14.001088,MasterCard,317.1491,15,09-02-2021
2368,255,220,526,android,FALSE,MICROSCHEDULING,driver_canceled,23-02-2021 00:00,09:31:00,,,,,0,cash,553.6532,15,23-02-2021
2369,5899,401,110,clientlite,FALSE,PRESCHEDULING,completed,04-02-2021 00:00,08:06:00,04-02-2021 00:00,08:10:00,04-02-2021 00:00,08:37:00,11.046639,cash,0,14,04-02-2021
2370,4268,151,223,iphone,TRUE,PRESCHEDULING,completed,01-02-2021 00:00,08:02:00,01-02-2021 00:00,08:02:00,01-02-2021 00:00,08:54:00,14.50636,cash,0,15,01-02-2021
2371,4352,220,526,clientlite,TRUE,PRESCHEDULING,completed,22-02-2021 00:00,16:57:00,22-02-2021 00:00,16:59:00,22-02-2021 00:00,18:45:00,38.867477,cash,0,15,22-02-2021
2372,5126,200,46,android,TRUE,PRESCHEDULING,completed,16-02-2021 00:00,08:29:00,16-02-2021 00:00,08:27:00,16-02-2021 00:00,09:01:00,14.571067,cash,0,14,16-02-2021
2373,2121,262,527,clientlite,TRUE,PRESCHEDULING,completed,25-02-2021 00:00,07:01:00,25-02-2021 00:00,07:02:00,25-02-2021 00:00,07:33:00,14.261475,cash,247.4639,11,25-02-2021
2374,1908,,,android,FALSE,PRESCHEDULING,rider_canceled,28-02-2021 00:00,00:10:00,,,,,0,cash,,,27-02-2021
2375,3717,21,395,android,FALSE,PRESCHEDULING,driver_canceled,11-02-2021 00:00,06:57:00,,,,,0,cash,0,15,11-02-2021
2376,3646,21,395,android,FALSE,MICROSCHEDULING,rider_canceled,01-02-2021 00:00,17:20:00,,,,,0,cash,642.75037,15,01-02-2021
2377,4547,417,514,clientlite,TRUE,PRESCHEDULING,completed,22-02-2021 00:00,07:59:00,22-02-2021 00:00,08:02:00,22-02-2021 00:00,09:15:00,32.221413,Visa,0,15,22-02-2021
2378,881,,,iphone,FALSE,PRESCHEDULING,rider_canceled,18-02-2021 00:00,17:23:00,,,,,0,cash,,,18-02-2021
2379,3084,43,319,android,TRUE,PRESCHEDULING,completed,17-02-2021 00:00,07:23:00,17-02-2021 00:00,07:25:00,17-02-2021 00:00,08:25:00,24.351604,cash,0,14,17-02-2021
2380,5664,145,133,clientlite,TRUE,PRESCHEDULING,completed,09-02-2021 00:00,08:38:00,09-02-2021 00:00,08:40:00,09-02-2021 00:00,09:49:00,12.931147,cash,0,15,09-02-2021
2381,602,468,35,clientlite,TRUE,PRESCHEDULING,completed,03-02-2021 00:00,16:26:00,03-02-2021 00:00,16:40:00,03-02-2021 00:00,17:55:00,33.682655,cash,749.39307,14,03-02-2021
2382,5501,500,111,android,FALSE,MICROSCHEDULING,completed,22-02-2021 00:00,16:40:00,22-02-2021 00:00,17:21:00,22-02-2021 00:00,18:17:00,11.575594,cash,269.08743,14,22-02-2021
2383,2604,503,168,clientlite,FALSE,MICROSCHEDULING,completed,04-02-2021 00:00,06:31:00,04-02-2021 00:00,06:55:00,04-02-2021 00:00,07:45:00,14.436652,MasterCard,195.85094,15,04-02-2021
2384,5084,434,524,iphone,FALSE,MICROSCHEDULING,completed,03-02-2021 00:00,16:54:00,03-02-2021 00:00,17:12:00,03-02-2021 00:00,18:57:00,40.48855,cash,0,15,03-02-2021
2385,1029,58,485,android,FALSE,MICROSCHEDULING,rider_canceled,24-02-2021 00:00,17:04:00,,,,,0,cash,267.57532,15,24-02-2021
2386,5842,205,458,iphone,TRUE,PRESCHEDULING,completed,04-02-2021 00:00,08:08:00,04-02-2021 00:00,08:09:00,04-02-2021 00:00,09:04:00,13.564241,cash,510.92618,15,04-02-2021
2387,3953,161,60,clientlite,TRUE,PRESCHEDULING,completed,15-02-2021 00:00,18:14:00,15-02-2021 00:00,18:16:00,15-02-2021 00:00,19:30:00,31.155895,cash,0,15,15-02-2021
2388,4850,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,11-02-2021 00:00,11:44:00,,,,,0,cash,,,11-02-2021
2389,5401,205,458,clientlite,TRUE,PRESCHEDULING,completed,09-02-2021 00:00,18:48:00,09-02-2021 00:00,18:50:00,09-02-2021 00:00,19:59:00,22.878044,cash,19.600761,15,09-02-2021
2390,5032,,,android,FALSE,PRESCHEDULING,rider_canceled,21-02-2021 00:00,11:00:00,,,,,0,Visa,,,21-02-2021
2391,2868,134,267,android,FALSE,PRESCHEDULING,completed,09-02-2021 00:00,08:44:00,09-02-2021 00:00,08:42:00,09-02-2021 00:00,10:08:00,26.61849,cash,0,15,09-02-2021
2392,3979,,,android,FALSE,PRESCHEDULING,rider_canceled,25-02-2021 00:00,13:17:00,,,,,0,cash,,,25-02-2021
2393,47,369,88,clientlite,TRUE,PRESCHEDULING,completed,01-02-2021 00:00,08:39:00,01-02-2021 00:00,08:44:00,01-02-2021 00:00,09:21:00,10.671884,cash,96.93493,14,01-02-2021
2394,4948,327,480,iphone,FALSE,PRESCHEDULING,driver_canceled,15-02-2021 00:00,08:04:00,,,,,0,cash,418.51886,15,15-02-2021
2395,251,398,96,android,TRUE,PRESCHEDULING,completed,15-02-2021 00:00,07:56:00,15-02-2021 00:00,07:54:00,15-02-2021 00:00,08:46:00,15.316217,cash,581.31305,15,15-02-2021
2396,773,,,android,FALSE,PRESCHEDULING,rider_canceled,28-02-2021 00:00,21:03:00,,,,,0,cash,,,28-02-2021
2397,4239,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,17-02-2021 00:00,11:56:00,,,,,0,cash,,,17-02-2021
2398,1248,281,167,clientlite,FALSE,PRESCHEDULING,driver_canceled,24-02-2021 00:00,07:57:00,,,,,0,cash,73.772804,15,24-02-2021
2399,635,446,10,iphone,FALSE,MICROSCHEDULING,completed,28-02-2021 00:00,16:41:00,28-02-2021 00:00,17:04:00,28-02-2021 00:00,17:45:00,14.817877,stored_value,245.65016,15,28-02-2021
2400,1995,,,iphone,FALSE,PRESCHEDULING,rider_canceled,10-02-2021 00:00,07:03:00,,,,,0,cash,,,10-02-2021
2401,1568,275,280,iphone,FALSE,PRESCHEDULING,driver_canceled,21-02-2021 00:00,07:24:00,,,,,0,cash,0,15,21-02-2021
2402,4439,460,443,iphone,FALSE,MICROSCHEDULING,completed,02-02-2021 00:00,08:38:00,02-02-2021 00:00,09:02:00,02-02-2021 00:00,10:18:00,18.547825,cash,208.14226,14,02-02-2021
2403,1453,382,34,android,FALSE,MICROSCHEDULING,completed,28-02-2021 00:00,17:08:00,28-02-2021 00:00,17:33:00,28-02-2021 00:00,18:51:00,23.795061,cash,107.00842,14,28-02-2021
2404,3242,252,476,clientlite,TRUE,PRESCHEDULING,completed,02-02-2021 00:00,07:35:00,02-02-2021 00:00,07:34:00,02-02-2021 00:00,08:49:00,40.35009,cash,1414.0516,15,02-02-2021
2405,4124,67,318,android,TRUE,PRESCHEDULING,completed,11-02-2021 00:00,07:55:00,11-02-2021 00:00,07:57:00,11-02-2021 00:00,08:58:00,28.347506,Visa,432.2364,14,11-02-2021
2406,5352,76,94,android,TRUE,PRESCHEDULING,completed,23-02-2021 00:00,18:12:00,23-02-2021 00:00,18:24:00,23-02-2021 00:00,18:52:00,11.905348,cash,89.339554,15,23-02-2021
2407,726,302,143,clientlite,TRUE,MICROSCHEDULING,completed,25-02-2021 00:00,07:27:00,25-02-2021 00:00,07:54:00,25-02-2021 00:00,08:57:00,24.191511,cash,372.68683,14,25-02-2021
2408,5156,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,28-02-2021 00:00,18:39:00,,,,,0,cash,400.1888,,28-02-2021
2409,1602,240,70,clientlite,TRUE,MICROSCHEDULING,completed,18-02-2021 00:00,15:13:00,18-02-2021 00:00,15:25:00,18-02-2021 00:00,15:56:00,7.2334003,cash,570.7307,15,18-02-2021
2410,374,34,469,iphone,TRUE,MICROSCHEDULING,completed,25-02-2021 00:00,15:52:00,25-02-2021 00:00,16:36:00,25-02-2021 00:00,17:44:00,12.733121,cash,192.15495,14,25-02-2021
2411,3274,19,269,clientlite,TRUE,PRESCHEDULING,completed,18-02-2021 00:00,17:10:00,18-02-2021 00:00,17:19:00,18-02-2021 00:00,18:11:00,14.62291,cash,432.87415,15,18-02-2021
2412,960,357,224,android,TRUE,PRESCHEDULING,completed,15-02-2021 00:00,07:43:00,15-02-2021 00:00,07:46:00,15-02-2021 00:00,08:56:00,33.364925,cash,0,14,15-02-2021
2413,2921,351,256,android,FALSE,MICROSCHEDULING,rider_canceled,17-02-2021 00:00,14:17:00,,,,,0,cash,755.5969,15,17-02-2021
2414,5629,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,03-02-2021 00:00,07:53:00,,,,,0,cash,,,03-02-2021
2415,2856,351,256,iphone,TRUE,MICROSCHEDULING,completed,08-02-2021 00:00,08:46:00,08-02-2021 00:00,09:33:00,08-02-2021 00:00,10:48:00,32.314884,MasterCard,0,15,08-02-2021
2416,1085,202,438,iphone,FALSE,MICROSCHEDULING,completed,21-02-2021 00:00,17:03:00,21-02-2021 00:00,17:13:00,21-02-2021 00:00,18:01:00,21.883179,cash,0,15,21-02-2021
2417,4695,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,22-02-2021 00:00,16:02:00,,,,,0,cash,,,22-02-2021
2418,1124,249,325,iphone,FALSE,PRESCHEDULING,completed,04-02-2021 00:00,09:00:00,04-02-2021 00:00,09:02:00,04-02-2021 00:00,09:54:00,29.940899,cash,5766.804,15,04-02-2021
2419,914,,,android,FALSE,PRESCHEDULING,rider_canceled,25-02-2021 00:00,22:04:00,,,,,0,cash,,,25-02-2021
2420,5905,333,219,iphone,FALSE,PRESCHEDULING,completed,15-02-2021 00:00,15:25:00,15-02-2021 00:00,15:29:00,15-02-2021 00:00,16:26:00,25.87329,cash,776.121,14,15-02-2021
2421,1395,,,android,FALSE,PRESCHEDULING,rider_canceled,17-02-2021 00:00,11:38:00,,,,,0,cash,,,17-02-2021
